@relation sitting
@attribute X-Gyroscope real
@attribute Y-Gyroscope real
@attribute Z-Gyroscope real
@attribute X-Accelerometer real
@attribute Y-Accelerometer real
@attribute Z-Accelerometer real
@attribute Target integer
@data
-1.2817381620407104,1.220703125,-1.15966796875,-0.9520263671875,-0.1190185546875,0.24072265625,1
2.38037109375,2.746581792831421,-0.1831054538488388,-0.8895263671875,-0.074951171875,0.2969970703125,1
7.629394054412842,-53.710933685302734,2.197265625,-1.035400390625,-0.0831298828125,-0.5181884765625,1
-17.27294921875,-8.60595703125,1.5869139432907104,-0.979248046875,-0.0924072265625,-0.1629638671875,1
-24.902341842651367,63.049312591552734,-5.310058116912842,-0.8682861328125,-0.0408935546875,0.37939453125,1
4.0283203125,9.94873046875,-1.15966796875,-0.8804931640625,-0.03173828125,0.411376953125,1
-2.25830078125,-15.624999046325684,5.981444835662842,-0.896484375,-0.0245361328125,0.2384033203125,1
20.812986373901367,-36.43798828125,-1.15966796875,-0.9588623046875,-0.0972900390625,-0.0677490234375,1
17.7001953125,-5.0048828125,-8.544921875,-1.089599609375,-0.118408203125,-0.1961669921875,1
8.85009765625,52.368160247802734,4.7607421875,-0.889892578125,-0.0909423828125,0.413818359375,1
-7.263183116912842,18.85986328125,1.5258787870407104,-0.85595703125,-0.0875244140625,0.49755859375,1
-7.324218273162842,8.6669921875,-4.94384765625,-0.850830078125,-0.034912109375,0.6036376953125,1
-2.197265625,2.0751953125,-1.6479490995407104,-0.7843017578125,0.002197265625,0.5899658203125,1
4.69970703125,-41.809078216552734,7.690429210662842,-0.9058837890625,-0.0625,0.2001953125,1
0.1831054538488388,-30.761716842651367,2.0751953125,-1.1646728515625,-0.2796630859375,-0.3115234375,1
2.01416015625,11.840819358825684,-7.141112804412842,-0.897705078125,-0.1444091796875,0.0361328125,1
-3.662109136581421,37.78076171875,-13.549803733825684,-0.8814697265625,-0.020751953125,0.3770751953125,1
-0.2441406100988388,8.1787109375,-0.6103515625,-0.8975830078125,-0.0025634765625,0.3936767578125,1
-2.624511480331421,-25.573728561401367,13.122557640075684,-0.9127197265625,-0.0643310546875,0.0577392578125,1
20.629880905151367,-19.1650390625,1.4038084745407104,-0.9217529296875,-0.06689453125,-0.2723388671875,1
-14.099120140075684,40.161128997802734,-5.554198741912842,-1.2325439453125,-0.0731201171875,0.1173095703125,1
19.71435546875,39.97802734375,-3.112792730331421,-0.939453125,-0.044677734375,0.429931640625,1
-6.530761241912842,2.929687261581421,-5.493163585662842,-0.8599853515625,0.0213623046875,0.58935546875,1
1.9531248807907104,10.314940452575684,-0.3662109076976776,-0.7669677734375,0.03515625,0.6253662109375,1
-8.6669921875,-28.747556686401367,7.934569835662842,-0.8564453125,-0.0107421875,0.352294921875,1
13.427733421325684,-45.898433685302734,1.220703125,-0.9368896484375,-0.070556640625,0.084716796875,1
-12.634276390075684,-52.124019622802734,20.324705123901367,-1.0933837890625,-0.2392578125,-0.4215087890625,1
-9.3994140625,47.546382904052734,-9.94873046875,-0.904296875,-0.1048583984375,0.125244140625,1
-8.7890625,38.57421875,-7.812499523162842,-0.9068603515625,-0.004638671875,0.3770751953125,1
-6.286620616912842,2.990722417831421,-0.6103515625,-0.9119873046875,0.021484375,0.37841796875,1
0.8544921278953552,-26.367185592651367,20.01953125,-0.8941650390625,-0.0699462890625,0.0673828125,1
8.7890625,-32.65380859375,6.286620616912842,-0.9818115234375,-0.1978759765625,-0.1688232421875,1
25.085447311401367,1.5258787870407104,-8.30078125,-1.271484375,-0.0355224609375,0.0313720703125,1
11.596678733825684,44.250484466552734,-1.15966796875,-0.843017578125,0.050048828125,0.5262451171875,1
-14.282225608825684,35.21728515625,-2.563476324081421,-0.75537109375,0.095458984375,0.7958984375,1
3.601073980331421,0.2441406100988388,2.3193359375,-0.73291015625,0.090087890625,0.6717529296875,1
-3.479003667831421,-15.747069358825684,8.23974609375,-0.7637939453125,0.0438232421875,0.4432373046875,1
-2.01416015625,-18.6767578125,1.8920897245407104,-0.9415283203125,0.0299072265625,0.284912109375,1
6.591796398162842,-61.401363372802734,23.620603561401367,-1.0572509765625,-0.2919921875,-0.3004150390625,1
